Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
447,119,143,9186302,3630747,HOEGH TROVE,2000,12,Vehicles Carrier,199.9,194.4,10.024,0,,1,Fixed Pitch,19.4,21200,20089,58684,57573,0,5,12,6100,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Tsuneishi Shbldg - Tdts - earl,Mitsui Engineering & Shipbuilding C Ltd - Japan,Rolls Royce Marine As,Bergens,KRGB-6,3,3000,Oil Engine(s) Direct Drive,"$5,40,00,000 ",,,20,Japan,Hoegh Autoliners Shipping AS,Norway,20,1974.144,5464.65408,2688.03823,937.939659,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 55.195958%;"" aria-valuenow=""55.195958"" aria-valuemin=""0"" aria-valuemax=""100"">55%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,25,55.555556,40.927293,62.977508,73.207547,36.714367,57.96776,67.533784,55.195958
448,80,100,9158276,3602721,AQUARIUS LEADER,1998,3,Vehicles Carrier,199.93,194.43,10.019,0,,1,Fixed Pitch,19.3,22815,21704,58329,57218,0,4.6,12,5980,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3300,Oil Engine(s) Direct Drive,,,,21,Japan,NYK Line,Japan,22,2113.5816,5403.59856,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 55.060517%;"" aria-valuenow=""55.060517"" aria-valuemin=""0"" aria-valuemax=""100"">55%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,23,51.111111,43.818066,62.273872,72.830189,39.665917,57.610326,67.543919,55.060517
449,268,296,9788851,4233296,TRANS HARMONY 2,2018,5,Vehicles Carrier,199.99,194.49,8.121,0,,1,Fixed Pitch,19,12993,11882,50305,49194,0,5,9,3212,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,6S60ME-C8,Naikai Zosen Corp - Innoshima,Hitachi Zosen Corp - Japan,,,,3,4140,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Feng Li Maritime Corp,Panama,2,1184.9616,4587.816,0,0,,TRANS HARMONY 2,"<div class=""progress-bar"" role=""progressbar"" style=""width: 55.050386%;"" aria-valuenow=""55.050386"" aria-valuemin=""0"" aria-valuemax=""100"">55%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2018-05,,43,95.555556,24.566227,52.872371,71.698113,21.715372,49.531308,67.564189,55.050386
450,144,172,9207388,3651833,PALMELA,2000,2,Vehicles Carrier,199.54,194.04,9.625,0,,1,Fixed Pitch,20,20581,19470,55926,54815,0,4.9,12,5080,80,0,5.2,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,2880,Oil Engine(s) Direct Drive,"$4,50,00,000 ",,,30,Japan,New Auto Carrier SA,Panama,20,1975.776,5368.896,2311.248074,820.943172,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 55.017500%;"" aria-valuenow=""55.017500"" aria-valuemin=""0"" aria-valuemax=""100"">55%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,40.961127,61.873942,75.471698,35.583091,55.19085,67.412162,55.0175
451,89,111,9174490,3618935,LIBRA LEADER,1998,12,Vehicles Carrier,199.9,194.4,10.019,0,,1,Fixed Pitch,19.3,22734,21623,58249,57138,0,4.6,12,5980,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3600,Oil Engine(s) Direct Drive,"$4,50,00,000 ","$5,00,00,000 ",01/03/1999,22,Japan,NYK Line,Japan,22,2106.07776,5396.18736,2081.117329,787.566943,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.986036%;"" aria-valuenow=""54.986036"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,23,51.111111,43.662499,62.188462,72.830189,39.517883,57.529778,67.533784,54.986036
452,313,343,9454711,3899156,COSCO SHENGSHI,2011,2,Vehicles Carrier,182.8,177.3,9.42,0,,1,Fixed Pitch,20.2,14868,13757,51671,50560,0,5,12,5276,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,Wartsila,6RT-flex60C,COSCO Zhoushan Shipyard Co Ltd,Hudong Heavy Machinery Co Ltd - China,,,,3,2550,Oil Engine(s) Direct Drive,"$5,20,00,000 ",,,0,China People's Republic Of,COSCOL HK Investment,Panama,9,1441.60128,5010.02016,3779.893872,1028.481013,,COSCO SHENGSHI,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.867983%;"" aria-valuenow=""54.867983"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2011-02,,36,80,29.886795,57.738071,76.226415,25.142095,50.906674,61.756757,54.867983
453,314,344,9454723,3899168,COSCO TENGFEI,2011,6,Vehicles Carrier,182.8,177.3,9.416,0,,1,Fixed Pitch,20.2,14707,13596,51699,50588,0,5,12,5276,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,Wartsila,6RT-flex60C,COSCO Zhoushan Shipyard Co Ltd,Hudong Heavy Machinery Co Ltd - China,,,,3,2550,Oil Engine(s) Direct Drive,"$5,20,00,000 ",,,0,China People's Republic Of,COSCOL HK Investment,Panama,9,1425.99072,5012.73504,3824.65431,1027.911758,,COSCO TENGFEI,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.770202%;"" aria-valuenow=""54.770202"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2011-06,,36,80,29.563162,57.769358,76.226415,24.847854,50.934866,61.756757,54.770202
454,157,185,9213454,3657899,PRESTIGE ACE,2000,9,Vehicles Carrier,199.94,194.44,10.016,0,,1,Fixed Pitch,20,20202,19091,55878,54767,0,4.9,12,6043,80,0,0,One Port One Starboard: 2 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Akasaka Tekkosho KK (Akasaka Diesel Ltd) - Japan,,,,3,3156,Oil Engine(s) Direct Drive,,,,25,Japan,La Darien Navegacion SA,Panama,20,1939.392,5364.288,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.765342%;"" aria-valuenow=""54.765342"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,40.206826,61.820837,75.471698,34.890436,55.142521,67.547297,54.765342
455,112,136,9184859,3629304,TREASURE,1999,5,Vehicles Carrier,199.9,194.4,10.024,0,,1,Fixed Pitch,19.4,21199,20088,58684,57573,0,5,12,6100,150,0,7,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Tsuneishi Shbldg - Fkym - earl,Mitsui Engineering & Shipbuilding C Ltd - Japan,Bergens,Bergens,KRGB-6,3,3000,Oil Engine(s) Direct Drive,"$5,40,00,000 ",,,0,Japan,Blue Arrow Navigation Ltd,Liberia,21,1974.05088,5464.65408,2688.172043,937.939659,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.750877%;"" aria-valuenow=""54.750877"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/180px-Flag_of_Liberia.svg.png,Liberia,LR,,,24,53.333333,40.925362,62.977508,73.207547,36.712539,57.96776,67.533784,54.750877
456,151,179,9209506,3653951,TRIUMPH ACE,2000,3,Vehicles Carrier,199.94,194.44,10.016,0,,1,Fixed Pitch,20,20131,19020,55880,54769,0,4.9,12,6043,80,0,0,One Port One Starboard: 2 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3150,Oil Engine(s) Direct Drive,,,,0,Japan,Aurora Car Maritime Trans SA,Panama,20,1932.576,5364.48,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.719586%;"" aria-valuenow=""54.719586"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,40.065519,61.82305,75.471698,34.760678,55.144534,67.547297,54.719586
457,571,608,9293612,3738057,TORRENS,2004,10,Vehicles Carrier,199.99,194.49,11.025,0,,1,Fixed Pitch,18.2,19628,18517,61321,60210,0,5.2,12,6400,237,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,7UEC60LS,Mitsubishi Nagasaki,Mitsubishi Heavy Industries Ltd - Japan,MAN-B&W,MAN-B&W,6L28/32H,3,3750,Oil Engine(s) Direct Drive,,,,24,Japan,Wilhelmsen Lines Shipowning,Malta,16,1714.70208,5357.00256,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.675027%;"" aria-valuenow=""54.675027"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,29,64.444444,35.54863,61.736876,68.679245,33.841402,60.622842,67.564189,54.675027
458,21,33,8919934,3364379,INTEGRITY,1992,9,Vehicles Carrier,199,193.5,11.58,0,,1,Fixed Pitch,19.2,29152,28041,52479,51368,5228,6.5,12,5905,125,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,8L60MC,Hitachi Zosen - Maizuru,Hitachi Zosen Corp - Japan,Wartsila2,Wartsila,4R32D,2,2800,Oil Engine(s) Direct Drive,,,,16,Japan,Fidelio LP,United States Of America,28,2686.64832,4836.46464,0,0,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2776246,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.562988%;"" aria-valuenow=""54.562988"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/180px-Flag_of_the_United_States.svg.png,United States Of America,US,,,17,37.777778,55.698694,55.737927,72.45283,51.247327,51.720215,67.22973,54.562988
459,365,395,9502427,3946872,PATHFINDER,2010,5,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17143,16032,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Philippines,Carim Ocean SA,Panama,10,1588.12752,4809.59088,0,0,,PATHFINDER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.547182%;"" aria-valuenow=""54.547182"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2010-05,,35,77.777778,32.924528,55.42822,72.830189,29.299852,51.154361,60.777027,54.547182
460,109,133,9182289,3626734,ORION LEADER,1999,9,Vehicles Carrier,199.94,194.44,10.066,0,,1,Fixed Pitch,19.3,21526,20415,57542,56431,0,6.3,12,6340,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3300,Oil Engine(s) Direct Drive,"$4,50,00,000 ",,,21,Japan,Campbell Shiphldg SA & II SA,Japan,21,1994.16864,5330.69088,2204.261572,797.434034,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.467097%;"" aria-valuenow=""54.467097"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,24,53.333333,41.342437,61.433646,72.830189,37.31016,56.81793,67.547297,54.467097
461,108,132,9182277,3626722,CASSIOPEIA LEADER,1999,7,Vehicles Carrier,199.94,194.44,10.066,0,,1,Fixed Pitch,19.3,21547,20436,57484,56373,0,6.3,12,6340,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3300,Oil Engine(s) Direct Drive,"$4,50,00,000 ",,,20,Japan,NYK Line,Japan,21,1996.11408,5325.31776,2201.996477,798.254484,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.464133%;"" aria-valuenow=""54.464133"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,24,53.333333,41.382769,61.371724,72.830189,37.348539,56.759532,67.547297,54.464133
462,182,210,9235517,3679962,STENA SCANDINAVICA,2003,1,Passenger/Ro-Ro Ship (Vehicles),240.09,234.59,6.314,0,,2,Controllable Pitch,22,11078,9967,57639,56528,4100,5,12,1311,45,1000,3.2,Centre Or Only: 2 Port: 1 Starboard: 1,0,4,MAN,9L40/54,Hyundai Heavy Inds - Ulsan,MAN B&W Diesel AG - Augsburg,Hyundai2,B&W,8L23/30H,6,9600,Oil Engine(s) Geared Drive,"$7,00,00,000 ",,,77,Korea South,Juteskaren AB,Sweden,17,1169.8368,6086.6784,7023.176482,1238.32437,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=405867,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.426387%;"" aria-valuenow=""54.426387"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,,,28,62.222222,24.252665,70.146039,83.018868,18.215545,56.915595,81.111486,54.426387
463,101,124,9177430,3621875,PERSEUS LIBERTY,1999,1,Vehicles Carrier,199.9,194.4,10.066,0,,1,Fixed Pitch,19.3,21503,20392,57449,56338,0,6.3,12,6340,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3300,Oil Engine(s) Direct Drive,"$5,00,00,000 ",,,0,Japan,Beamer Investment Corp,Panama,21,1992.03792,5322.07536,2451.941938,887.500444,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=389003,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.425513%;"" aria-valuenow=""54.425513"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,24,53.333333,41.298263,61.334357,72.830189,37.268125,56.724292,67.533784,54.425513
464,397,427,9526332,3970777,PIANA,2011,12,Passenger/Ro-Ro Ship (Vehicles),179.99,174.49,7.515,0,,2,Controllable Pitch,23.9,11300,10189,42180,41069,2516,0,10,200,,800,3,Port Aft: 1 Starboard Aft: 1,0,4,Wartsila,8L46F,Brodosplit Brodogradiliste doo,Wartsila Italia SpA - Italy,Wartsila,Wartsila,8L20,5,8960,Oil Engine(s) Geared Drive,$0 ,,,56,Croatia,La Meridionale,France,9,1296.336,4838.8896,0,0,,PIANA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.397006%;"" aria-valuenow=""54.397006"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/150px-Flag_of_France.svg.png,France,FR,2011-12,,36,80,26.875204,55.765873,90.188679,18.621269,41.350598,60.807432,54.397006
465,193,221,9246607,3691052,GRANDE AMBURGO,2003,12,Ro-Ro Cargo Ship,214,208.5,9.72,40,CRANE,1,Controllable Pitch,16.2,27492,26381,56738,55627,3505,6.2,11,3639,250,12,0,Starboard Aft: 1,1321,1,Sulzer,8RTA62U,Fincantieri Stabia,Wartsila Italia SpA - Italy,Sulzer,Sulzer,8S20,5,6080,Oil Engine(s) Direct Drive,$0 ,,,25,Italy,Grimaldi Deep Sea SpA,Italy,17,2137.77792,4411.94688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.351036%;"" aria-valuenow=""54.351036"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,28,62.222222,44.319696,50.845564,61.132075,48.213535,56.008417,72.297297,54.351036
466,81,101,9158288,3602733,GREEN LAKE,1998,6,Vehicles Carrier,199.93,194.43,10.019,0,,1,Fixed Pitch,19,22799,21688,57623,56512,0,4.6,12,5980,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3600,Oil Engine(s) Direct Drive,,"$3,10,00,000 ",21/11/2012,21,Japan,Green Bull One Corp,United States Of America,22,2079.2688,5255.2176,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.328535%;"" aria-valuenow=""54.328535"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/180px-Flag_of_the_United_States.svg.png,United States Of America,US,,,23,51.111111,43.106705,60.563853,71.698113,39.636676,56.899485,67.543919,54.328535
467,725,764,9372810,3817255,POLARIS LEADER,2009,4,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17406,16295,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Holdings - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Virgo PCTC Pte Ltd,Singapore,11,1612.49184,4809.59088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.269478%;"" aria-valuenow=""54.269478"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,34,75.555556,33.429641,55.42822,72.830189,29.780507,51.154361,60.777027,54.269478
468,719,758,9367607,3812052,CANOPUS LEADER,2009,3,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17382,16271,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Holdings - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Leo PCTC Pte Ltd,Singapore,11,1610.26848,4809.59088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.254262%;"" aria-valuenow=""54.254262"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,34,75.555556,33.383547,55.42822,72.830189,29.736645,51.154361,60.777027,54.254262
469,218,246,9272890,3717335,TEXAS HIGHWAY,2003,12,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17481,16370,55458,54347,0,4.4,12,6043,80,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3840,Oil Engine(s) Direct Drive,$0 ,,,21,Japan,Kawasaki Kisen/K Line RoRo,Japan,17,1678.176,5323.968,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.201908%;"" aria-valuenow=""54.201908"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,28,62.222222,34.791383,61.356168,75.471698,29.917576,54.719641,67.547297,54.201908
470,217,245,9272888,3717333,INDIANA HIGHWAY,2003,10,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17442,16331,55457,54346,0,4.4,12,6043,100,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3840,Oil Engine(s) Direct Drive,$0 ,,,28,Japan,Kawasaki Kisen Kaisha Ltd,Japan,17,1674.432,5323.872,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.176169%;"" aria-valuenow=""54.176169"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,28,62.222222,34.713764,61.355062,75.471698,29.8463,54.718634,67.547297,54.176169
471,206,234,9253210,3697655,GRANDE BUENOS AIRES,2004,2,Ro-Ro Cargo Ship,213.88,208.38,9.72,40,CRANE,1,Controllable Pitch,16.2,26169,25058,56738,55627,3505,6.2,11,3639,250,12,0,Starboard Aft: 1,1321,1,Sulzer,8RTA62U,Fincantieri Palermo,Wartsila Italia SpA - Italy,Sulzer,Sulzer,8S20,5,6080,Oil Engine(s) Direct Drive,$0 ,,,25,Italy,Grimaldi Deep Sea SpA,Italy,16,2034.90144,4411.94688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 54.062838%;"" aria-valuenow=""54.062838"" aria-valuemin=""0"" aria-valuemax=""100"">54%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,29,64.444444,42.186895,50.845564,61.132075,45.795639,56.008417,72.256757,54.062838
472,88,110,9174282,3618727,DELPHINUS LEADER,1998,8,Vehicles Carrier,199.94,194.44,10.05,0,,1,Fixed Pitch,19.3,21514,20403,57442,56331,0,6.3,12,6340,150,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3300,Oil Engine(s) Direct Drive,,,,28,Japan,NYK Line,Japan,22,1993.05696,5321.42688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.986979%;"" aria-valuenow=""53.986979"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,23,51.111111,41.31939,61.326883,72.830189,37.288229,56.717244,67.547297,53.986979
473,717,756,9367580,3812025,MORNING MARGARETA,2008,8,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17386,16275,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Holdings - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,United PCTC Pte Ltd,Singapore,12,1610.63904,4809.59088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.812353%;"" aria-valuenow=""53.812353"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,33,73.333333,33.391229,55.42822,72.830189,29.743955,51.154361,60.777027,53.812353
474,718,757,9367592,3812037,MORNING NINNI,2008,10,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17372,16261,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Holdings - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Ocean PCTC Pte Ltd,Singapore,12,1609.34208,4809.59088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.803477%;"" aria-valuenow=""53.803477"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,33,73.333333,33.364341,55.42822,72.830189,29.718369,51.154361,60.777027,53.803477
475,716,755,9367578,3812023,LORD VISHNU,2008,6,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17341,16230,51917,50806,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Holdings - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,RAMS PCTC Pte Ltd,Singapore,12,1606.47024,4809.59088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.783823%;"" aria-valuenow=""53.783823"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,33,73.333333,33.304803,55.42822,72.830189,29.661714,51.154361,60.777027,53.783823
